,lat,long
0,41.89110065097819,-87.6140032617778
1,41.89110065097819,-87.6140032617778
2,41.499305725097656,-88.0836410522461
3,41.7437224,-87.62498145
4,41.91216153687042,-87.70193756504099
5,41.849327087402344,-87.69800567626953
6,41.356087650000006,-88.4271983
7,41.93801111096027,-87.76797167090797
8,41.920704661259144,-87.70256836055559
9,41.96299678551702,-87.6590158795547
10,38.62802585875681,-90.2125366285167
11,41.80203028688868,-87.60640987593291
12,41.93969820000001,-87.66865750000001
13,41.724156962353966,-87.54748322901592
14,42.196081756873006,-87.80717041987903
15,41.91008377075286,-87.67151489259004
16,41.91008377075286,-87.67151489259004
17,41.846614837646484,-87.69791412353516
18,41.724156962353966,-87.54748322901592
19,41.87094657114104,-87.77429677577251
20,41.89110065097819,-87.6140032617778
21,41.87260195,-87.6824162
22,41.8964422,-87.68661515000001
23,40.12399185386972,-89.14850553727318
24,32.77847883747583,-96.81610325280101
25,41.89110065097819,-87.6140032617778
26,41.89110065097819,-87.6140032617778
27,45.670296586134356,-118.7695011731169
28,42.04277801513672,-88.2530517578125
29,38.62802585875681,-90.2125366285167
30,41.89229151450878,-87.60530413228989
31,41.53621647154348,-87.63053032480612
32,41.55584876232634,-87.27655746580925
33,41.91082000732422,-88.21334075927734
34,41.89110065097819,-87.6140032617778
35,42.29161895935881,-88.22433498543609
36,41.436378328917534,-87.78454131567014
37,42.442162829121585,-87.8049158045534
38,41.74176029806838,-87.71920409423956
39,41.772647857666016,-87.61443328857422
40,41.89110065097819,-87.6140032617778
41,41.92010252341033,-87.68046923918503
42,41.89739548323657,-87.63613740918812
43,42.442162829121585,-87.8049158045534
44,27.798641204833984,-82.79754638671875
45,41.7360638145686,-87.5822830217466
46,41.89110065097819,-87.6140032617778
47,41.89110065097819,-87.6140032617778
48,42.04026412963867,-87.80170440673828
49,41.87486977467993,-87.63994605503463
50,41.89110065097819,-87.6140032617778
51,41.89817468484286,-87.6994662230386
52,41.791584952470274,-87.63553289454936
53,41.89110065097819,-87.6140032617778
54,41.760076584363105,-87.59634547083306
55,41.89110065097819,-87.6140032617778
56,42.1110829217937,-88.30879458837364
57,41.89110065097819,-87.6140032617778
58,41.89110065097819,-87.6140032617778
59,42.04277801513672,-88.2530517578125
60,41.89110065097819,-87.6140032617778
61,41.480796813964844,-87.64575958251953
62,40.35578536987305,-111.70631408691406
63,42.275438774525725,-89.63837362632907
64,41.89110065097819,-87.6140032617778
65,39.62545551228335,-89.56260388087038
66,41.649744,-87.54715925
67,41.934533660517786,-87.65028709381778
68,42.063498550000006,-88.32628565
69,41.98148661899309,-87.80834348456527
70,41.89448846919746,-87.78928336052944
71,41.89110065097819,-87.6140032617778
72,42.196081756873006,-87.80717041987903
73,42.232717446609406,-89.119905
74,41.880370830564146,-88.30801032749443
75,41.89110065097819,-87.6140032617778
76,40.85889886160272,-87.83871817967459
77,42.01007843017578,-87.66327667236328
78,41.9166048,-87.6552327
79,40.58077869463307,-90.97518141255662
80,41.89110065097819,-87.6140032617778
81,41.904214394196174,-87.63793529990113
82,41.891418784642866,-87.66810026037267
83,41.852108001708984,-87.71195220947266
84,41.925988600000004,-87.63191195000002
85,41.724156962353966,-87.54748322901592
86,40.75211939030414,-89.67248132646459
87,47.40304489555449,-116.76606793474832
88,41.89110065097819,-87.6140032617778
89,41.79938888549805,-87.79204559326172
90,41.89239411765423,-87.71134828179329
91,41.911781311035156,-88.21159362792969
92,41.89110065097819,-87.6140032617778
93,41.79513222479058,-87.58843505219843
94,41.53621647154348,-87.63053032480612
95,41.73520278930664,-87.5687026977539
96,40.50934093360251,-88.98409827238183
97,41.96566946969758,-87.6471680889345
98,41.96575018473779,-87.65716969487528
99,41.88475036621094,-88.2039566040039
100,41.89110065097819,-87.6140032617778
101,41.96566946969758,-87.6471680889345
102,40.50934093360251,-88.98409827238183
103,41.89110065097819,-87.6140032617778
104,42.297645568847656,-87.8507080078125
105,41.79167175292969,-87.69794464111328
106,41.772647857666016,-87.61443328857422
107,41.53621647154348,-87.63053032480612
108,41.89110065097819,-87.6140032617778
109,41.026649475097656,-87.84664916992188
110,41.8937334,-87.83360475
111,41.98594385,-87.66988225
112,41.55584876232634,-87.27655746580925
113,42.38920491011499,-89.04200640053246
114,41.92396545410156,-87.65154266357422
115,41.91886380268361,-87.63623481197669
116,42.29815426504011,-87.8502197556453
117,41.89110065097819,-87.6140032617778
118,41.90569019317627,-87.63134574890137
119,41.92396545410156,-87.65154266357422
120,41.89110065097819,-87.6140032617778
121,41.92396545410156,-87.65154266357422
122,41.90569019317627,-87.63134574890137
123,41.91608232984332,-87.65232316934346
124,27.512981414794922,-81.505126953125
125,41.89110065097819,-87.6140032617778
126,41.918674600097695,-87.6521611970121
127,41.5025004,-87.63625
128,41.89110065097819,-87.6140032617778
129,41.89110065097819,-87.6140032617778
130,42.31510405,-87.84447170000001
131,41.8368794,-87.72564325
132,41.89110065097819,-87.6140032617778
133,41.89110065097819,-87.6140032617778
134,30.178799619081797,-97.80841616493153
135,41.89110065097819,-87.6140032617778
136,41.89110065097819,-87.6140032617778
137,41.61396408081055,-87.79735565185547
138,41.89110065097819,-87.6140032617778
139,41.80461502075195,-87.58433532714844
140,45.47895858651843,-122.70683768191698
141,42.31510405,-87.84447170000001
142,41.724156962353966,-87.54748322901592
143,32.71077512408686,-114.63947138705593
144,42.442162829121585,-87.8049158045534
145,42.442162829121585,-87.8049158045534
146,41.92343218824978,-87.78819715582632
147,40.693924925875095,-89.53223821467182
148,41.92343218824978,-87.78819715582632
149,41.89110065097819,-87.6140032617778
150,41.89110065097819,-87.6140032617778
151,41.715710200000004,-87.5376865
152,40.091677087588565,-88.2860329318846
153,41.89110065097819,-87.6140032617778
154,41.9074711316279,-88.17858420054978
155,41.89110065097819,-87.6140032617778
156,42.036787449553245,-88.28646624984286
157,41.85002899169922,-87.6500473022461
158,42.08271280003484,-87.98387873035529
159,41.801795959472656,-87.73357391357422
160,41.925988600000004,-87.63191195000002
161,41.89110065097819,-87.6140032617778
162,41.48086929321289,-87.6378173828125
163,41.89110065097819,-87.6140032617778
164,42.07099914550781,-87.99608612060547
165,42.06348343049429,-88.03162572894321
166,41.92434814343692,-87.66130484219917
167,41.83122575246366,-87.60792151355169
168,41.89110065097819,-87.6140032617778
169,41.89229151450878,-87.60530413228989
170,41.890886906954414,-87.62668770012148
171,42.02907071794516,-88.30613381521562
172,41.89110065097819,-87.6140032617778
173,41.90118695259619,-88.20339689554729
174,42.022134857701246,-87.80119237350516
175,42.07018019253605,-87.74713094817182
176,41.91910934448242,-87.63389587402344
177,41.890812800000006,-87.63132305
178,41.87908451235853,-87.81318750197534
179,42.442162829121585,-87.8049158045534
180,41.890812800000006,-87.63132305
181,41.87908451235853,-87.81318750197534
182,41.88237380981445,-87.68172454833984
183,41.890812800000006,-87.63132305
184,42.32558059692383,-87.84117889404297
185,41.7857224,-87.5930831
186,41.88044149996618,-87.6172105516082
187,41.74988101598977,-88.31820454290838
188,41.884951247384436,-87.74309413092254
189,41.89110065097819,-87.6140032617778
190,41.87478446959426,-87.62838120894048
191,41.89110065097819,-87.6140032617778
192,41.79061789094656,-87.61423360797313
193,41.92434814343692,-87.66130484219917
194,41.87478446959426,-87.62838120894048
195,41.068084716796875,-87.9213638305664
196,42.29815426504011,-87.8502197556453
197,37.07207005236503,-76.49187178591221
198,41.890812800000006,-87.63132305
199,41.89229151450878,-87.60530413228989
200,42.01501472323457,-87.66608668308618
201,41.55584876232634,-87.27655746580925
202,42.01611795946449,-87.6642317501694
203,42.01501472323457,-87.66608668308618
204,41.89110065097819,-87.6140032617778
205,41.89110065097819,-87.6140032617778
206,41.89110065097819,-87.6140032617778
207,41.89110065097819,-87.6140032617778
208,47.86572519700455,-3.58960796301364
209,41.991093626847395,-87.72823486223592
210,41.89110065097819,-87.6140032617778
211,41.89110065097819,-87.6140032617778
